<http://dbpedia.org/resource/Eduard_Winkelmann> <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category%3AHumboldt_University_of_Berlin_alumni> -
- <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category%3AHistory_of_Central_Asia> -
<http://dbpedia.org/resource/Bower_Manuscript> - <http://dbpedia.org/resource/Category%3ACentral_Asian_studies> -
<http://dbpedia.org/resource/Ankleshwar> <http://www.w3.org/2004/02/skos/core#subject> - -
- - <http://dbpedia.org/resource/Category%3AUniversity_of_Tartu_faculty> -
<http://dbpedia.org/resource/Eduard_Winkelmann> - - -
- <http://www.w3.org/2004/02/skos/core#subject> - -
<http://dbpedia.org/resource/Eduard_Winkelmann> <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category%3APeople_from_the_Province_of_Prussia> -
<http://dbpedia.org/resource/Eduard_Winkelmann> <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category%3APeople_from_Gda%C5%84sk> -
